epoch,loss
0,0.19811174273490906
1,0.197286918759346
2,0.19616752862930298
3,0.19527964293956757
4,0.19604164361953735
5,0.19578982889652252
6,0.19614629447460175
7,0.19670216739177704
8,0.1948918253183365
9,0.1954578310251236
10,0.1961604654788971
11,0.1962532252073288
12,0.19714511930942535
13,0.19383886456489563
14,0.19084863364696503
15,0.19416654109954834
16,0.18983577191829681
17,0.19057151675224304
18,0.19653277099132538
19,0.18127194046974182
20,0.19184252619743347
21,0.18173331022262573
22,0.1710292398929596
23,0.17825700342655182
24,0.18735499680042267
25,0.18793897330760956
26,0.16980406641960144
27,0.15859229862689972
28,0.149213969707489
29,0.1611320823431015
30,0.16607320308685303
31,0.16693639755249023
32,0.14815495908260345
33,0.14634650945663452
34,0.12025783210992813
35,0.14456172287464142
36,0.12465080618858337
37,0.11563798040151596
38,0.10897765308618546
39,0.11091142147779465
40,0.10350852459669113
41,0.09316562861204147
42,0.0986827164888382
43,0.094000443816185
44,0.09452845901250839
45,0.07867901027202606
46,0.07437388598918915
47,0.0781007930636406
48,0.07310924679040909
49,0.0750645250082016
50,0.07679498195648193
51,0.08030635863542557
52,0.06691322475671768
53,0.07122107595205307
54,0.06868968158960342
55,0.07148461043834686
56,0.06976808607578278
57,0.06436220556497574
58,0.06558793038129807
59,0.06289025396108627
60,0.06545466929674149
61,0.059012286365032196
62,0.061142440885305405
63,0.05740460753440857
64,0.06646038591861725
65,0.06123914197087288
66,0.06060826778411865
67,0.06113263592123985
68,0.06493145227432251
69,0.052700117230415344
70,0.054737791419029236
71,0.0586836077272892
72,0.050001151859760284
73,0.05260942876338959
74,0.052117347717285156
75,0.052349403500556946
76,0.05618637427687645
77,0.05062336474657059
78,0.04817229136824608
79,0.04972464218735695
80,0.04980504885315895
81,0.04725935310125351
82,0.04714660346508026
83,0.04935845732688904
84,0.046747658401727676
85,0.0459764339029789
86,0.04400425776839256
87,0.04318124055862427
88,0.05629344657063484
89,0.042109884321689606
90,0.04015258699655533
91,0.04504828900098801
92,0.04057330638170242
93,0.03714027628302574
94,0.049228373914957047
95,0.04614853486418724
96,0.03804701566696167
